# ./bin/go-tpc tpcc -H 127.0.0.1 -P 4000 -D tpcc --warehouses 10 run                                                     
[Current] NEW_ORDER - Takes(s): 3.1, Count: 1, TPM: 19.3, Sum(ms): 379, Avg(ms): 379, 90th(ms): 512, 99th(ms): 512, 99.9th(ms): 512
[Current] PAYMENT - Takes(s): 4.8, Count: 2, TPM: 25.1, Sum(ms): 2896, Avg(ms): 1448, 90th(ms): 2000, 99th(ms): 2000, 99.9th(ms): 2000
[Current] DELIVERY - Takes(s): 9.5, Count: 1, TPM: 6.3, Sum(ms): 3622, Avg(ms): 3622, 90th(ms): 4000, 99th(ms): 4000, 99.9th(ms): 4000
[Current] NEW_ORDER - Takes(s): 6.8, Count: 7, TPM: 61.6, Sum(ms): 6860, Avg(ms): 980, 90th(ms): 4000, 99th(ms): 4000, 99.9th(ms): 4000
[Current] PAYMENT - Takes(s): 8.9, Count: 4, TPM: 27.0, Sum(ms): 2495, Avg(ms): 623, 90th(ms): 1000, 99th(ms): 1000, 99.9th(ms): 1000
[Current] STOCK_LEVEL - Takes(s): 5.9, Count: 1, TPM: 10.2, Sum(ms): 17, Avg(ms): 17, 90th(ms): 20, 99th(ms): 20, 99.9th(ms): 20
[Current] NEW_ORDER - Takes(s): 9.6, Count: 8, TPM: 50.1, Sum(ms): 9266, Avg(ms): 1158, 90th(ms): 4000, 99th(ms): 4000, 99.9th(ms): 4000
[Current] ORDER_STATUS - Takes(s): 3.3, Count: 1, TPM: 18.5, Sum(ms): 243, Avg(ms): 243, 90th(ms): 256, 99th(ms): 256, 99.9th(ms): 256
[Current] PAYMENT - Takes(s): 9.3, Count: 1, TPM: 6.5, Sum(ms): 293, Avg(ms): 293, 90th(ms): 512, 99th(ms): 512, 99.9th(ms): 512
[Current] NEW_ORDER - Takes(s): 2.5, Count: 2, TPM: 48.4, Sum(ms): 4584, Avg(ms): 2292, 90th(ms): 4000, 99th(ms): 4000, 99.9th(ms): 4000
[Current] ORDER_STATUS - Takes(s): 8.6, Count: 2, TPM: 14.0, Sum(ms): 25, Avg(ms): 12, 90th(ms): 16, 99th(ms): 16, 99.9th(ms): 16
[Current] PAYMENT - Takes(s): 8.8, Count: 6, TPM: 40.9, Sum(ms): 5117, Avg(ms): 852, 90th(ms): 4000, 99th(ms): 4000, 99.9th(ms): 4000
[Current] NEW_ORDER - Takes(s): 4.5, Count: 1, TPM: 13.2, Sum(ms): 572, Avg(ms): 572, 90th(ms): 1000, 99th(ms): 1000, 99.9th(ms): 1000
[Current] PAYMENT - Takes(s): 8.4, Count: 6, TPM: 42.8, Sum(ms): 7322, Avg(ms): 1220, 90th(ms): 4000, 99th(ms): 4000, 99.9th(ms): 4000
[Current] DELIVERY - Takes(s): 9.1, Count: 1, TPM: 6.6, Sum(ms): 3579, Avg(ms): 3579, 90th(ms): 4000, 99th(ms): 4000, 99.9th(ms): 4000
[Current] NEW_ORDER - Takes(s): 2.6, Count: 1, TPM: 22.8, Sum(ms): 1733, Avg(ms): 1733, 90th(ms): 2000, 99th(ms): 2000, 99.9th(ms): 2000
[Current] ORDER_STATUS - Takes(s): 4.4, Count: 2, TPM: 27.5, Sum(ms): 948, Avg(ms): 474, 90th(ms): 1000, 99th(ms): 1000, 99.9th(ms): 1000
[Current] PAYMENT - Takes(s): 7.4, Count: 3, TPM: 24.3, Sum(ms): 4713, Avg(ms): 1571, 90th(ms): 4000, 99th(ms): 4000, 99.9th(ms): 4000
[Current] NEW_ORDER - Takes(s): 8.1, Count: 2, TPM: 14.8, Sum(ms): 5255, Avg(ms): 2627, 90th(ms): 4000, 99th(ms): 4000, 99.9th(ms): 4000
[Current] PAYMENT - Takes(s): 6.6, Count: 3, TPM: 27.3, Sum(ms): 3944, Avg(ms): 1314, 90th(ms): 2000, 99th(ms): 2000, 99.9th(ms): 2000
[Current] STOCK_LEVEL - Takes(s): 6.6, Count: 1, TPM: 9.1, Sum(ms): 15, Avg(ms): 15, 90th(ms): 16, 99th(ms): 16, 99.9th(ms): 16
[Current] DELIVERY - Takes(s): 9.9, Count: 1, TPM: 6.1, Sum(ms): 2585, Avg(ms): 2585, 90th(ms): 4000, 99th(ms): 4000, 99.9th(ms): 4000
[Current] NEW_ORDER - Takes(s): 3.1, Count: 1, TPM: 19.4, Sum(ms): 3493, Avg(ms): 3493, 90th(ms): 4000, 99th(ms): 4000, 99.9th(ms): 4000
[Current] PAYMENT - Takes(s): 8.4, Count: 4, TPM: 28.5, Sum(ms): 6117, Avg(ms): 1529, 90th(ms): 2000, 99th(ms): 2000, 99.9th(ms): 2000
[Current] DELIVERY - Takes(s): 7.3, Count: 2, TPM: 16.4, Sum(ms): 3790, Avg(ms): 1895, 90th(ms): 4000, 99th(ms): 4000, 99.9th(ms): 4000
[Current] NEW_ORDER - Takes(s): 9.4, Count: 11, TPM: 70.5, Sum(ms): 4530, Avg(ms): 411, 90th(ms): 512, 99th(ms): 1000, 99.9th(ms): 1000
[Current] PAYMENT - Takes(s): 7.0, Count: 6, TPM: 51.5, Sum(ms): 1849, Avg(ms): 308, 90th(ms): 1000, 99th(ms): 1000, 99.9th(ms): 1000
[Current] STOCK_LEVEL - Takes(s): 4.3, Count: 1, TPM: 14.1, Sum(ms): 11, Avg(ms): 11, 90th(ms): 12, 99th(ms): 12, 99.9th(ms): 12
Got signal [interrupt] to exit.
Finished
[Summary] DELIVERY - Takes(s): 716.2, Count: 455, TPM: 38.1, Sum(ms): 83791, Avg(ms): 184, 90th(ms): 160, 99th(ms): 4000, 99.9th(ms): 16000
[Summary] NEW_ORDER - Takes(s): 717.4, Count: 5336, TPM: 446.3, Sum(ms): 337293, Avg(ms): 63, 90th(ms): 64, 99th(ms): 1000, 99.9th(ms): 4000
[Summary] ORDER_STATUS - Takes(s): 717.2, Count: 464, TPM: 38.8, Sum(ms): 5591, Avg(ms): 12, 90th(ms): 8, 99th(ms): 128, 99.9th(ms): 1500
[Summary] PAYMENT - Takes(s): 717.4, Count: 5187, TPM: 433.8, Sum(ms): 277432, Avg(ms): 53, 90th(ms): 40, 99th(ms): 1000, 99.9th(ms): 4000
[Summary] STOCK_LEVEL - Takes(s): 717.2, Count: 495, TPM: 41.4, Sum(ms): 7203, Avg(ms): 14, 90th(ms): 16, 99th(ms): 80, 99.9th(ms): 1500
tpmC: 446.3



